ID,exam_num,text,valence,intensity,score
10064,3,"Yeah. Um, I got my most recent exam grade when I was walking into Starbucks with my friend. Um, she also is in chemistry. I didn't wanna look at her grade because she thought she did that. So I kind of checked mine without telling her, I just did it slyly. Um, I guess, and as soon as I saw it, I, because I thought I did pretty well. Like, I thought I at least got maybe like a 90 or like an 88 like, something in that range. So when I saw it was like, I think, like a 75 I was, like, kind of sad and I feel like it brought the mood down a little bit just because I wanted to be done with the day. Like, I didn't really want to be around anybody. But, um, then, like, as time went on it's kind of like the same thing all over again. I feel like I just kind of accepted it.",-1,0.6,-0.6
10065,2,"I viewed my most recent chemistry exam in English class with my friends. I was doing my English work. Um I was a little scared before I opened it, but then once I opened it, I was like, ok, I was a little disappointed for a minute. Like I definitely could have done better, but then I was fine.",0.5,0.4,0.2
10065,4,"When I got my most recent chem exam, I was in my bed by myself. Um I just woke up for a nap. Um I felt pretty good. It wasn't bad at all. So yeah, I felt pretty good. I was pretty happy. Um I wasn't stressed for the rest of the day.",1,0.6,0.6
10066,2,"I opened my chem exam grade in my dorm and when I saw the average, I was a little surprised because I didn't expect a lot of people to do bad. When I saw my grade, I was not proud but I did better than I expected. So I wasn't upset but I was mad that I didn't do better.",0.5,0.6,0.3
10066,3,"My chem grade came out when I was with my friends going to get food and I saw the class average but I didn't check Migra until I was alone and I checked it when I was back in my dorm and I wasn't shocked that I did not what I wanted, but I was shocked that I did that poorly because I studied for a whole week for it and I thought I was prepared.",-1,0.7,-0.7
10066,4,"I don't really remember where or when I opened my chemistry grade, but I do remember being really happy and kind of a little shocked. And the first thing I did was text my roommate who's also in chem. And we were both really excited because we both got the same score. And I knew I did well because I felt confident after the test. But I didn't know I did that that well. And I was really proud and it made me feel like my studying paid off even though I didn't do a lot of studying because I was very sick.",1,0.9,0.9
10067,1,"Um when I received my most recent chemistry exam grade, I was in my dorm, I had just taken a nap. So I woke up. I was kind of confused and then my friends texted me that the exam was out. So um I was with my by myself um again, just kind of waking up from a nap and I opened it. I was kind of disappointed that I didn't get a higher A but I was happy that I did get an a um so kind of mixed feelings but um at the end it was fine. Um and yeah, I wasn't really that like upset about it, but I wasn't like super happy with the rate that I got.",0.5,0.4,0.2
10067,2,"I was in my dorm, um, right after taking a nap and I saw it, um, I was by myself just laying in bed. Um, I was thinking, I probably didn't do that well, and I didn't, so I didn't feel that horrible because I kind of affect, um, expected it and, yeah.",-1,0.3,-0.3
10068,2,"Um, when I first saw my chemistry exam grade, I was walking to my chem lab and I was fairly surprised by the grade I got, I thought I did a lot worse so I was pretty content with the grade I got.",1,0.5,0.5
10068,3,"It's currently been around a week since I've saw my most recent chemistry exam grade. Um I remember I was leaving chemistry lab when I got the text to look at the grade. Um when I saw the grade, I first saw the average grade and was scared that I was gonna be around the 60% mark as it was. But I was highly surprised when I ended up getting an 87 on the exam when I was really expecting like uh C or D. So I am fairly proud of how I did. Um Looking back, I see that I made a couple of uh stupid mistakes that could have been um I avoided, but besides that I am content with my grade.",0.5,0.6,0.3
10070,2,"I was walking back from class and I got the notification that my grade was ready. So I went to check it and then once I did, I was kind of got the grade I expected, I, I wasn't with anyone. I was just walking back alone. Um, and I, I mean, like, obviously I was upset with my grade, but I kind of expected it. So I didn't really feel too bad because when I was taking the test, I barely had enough time to finish it. So I knew that like, I wasn't gonna get in the nineties, but so I was upset but not surprised.",-1,0.4,-0.4
10070,3,"When I saw my most recent chem grade, I didn't really have a reaction to it because I kind of expected what I got. So when I looked at it I was kind of just like, oh, ok. Like it didn't really affect anything.",0,0,0
10070,4,"I was in my dorm. Not really doing much. I think I was just cleaning my desk or something because I was getting ready to leave for, um, the break. But, um, no one was there. My roommate already left. Most people had already left to go home. Um, and I was just, I was kind of calm. It was like a very, like, relaxed so it didn't really bother me.",0,0.2,0
10071,1,I was so excited. I was walking around campus and I was really nervous to click on my score. But when I found out I was like jumping and screaming and I immediately texted like all my friends and family um about the score. So it was a really good experience for me.,1,0.9,0.9
10071,2,"I was in my friend's room when the scores came out and we are both in the study. So we both checked at the same time and I was excited. I mean, usually I prefer to get a 90 or above, but I would definitely take an 86 especially considering my friend did a lot worse than me. So, yeah, I was pretty happy. Hopefully the next test goes well.",1,0.6,0.6
10071,3,"So I was pretty nervous because everyone says that this is the hardest exam and I thought it went well, but I kind of had no idea. And then I saw the class average and I was really scared because it was really low. Um And then I saw my score and I was really happy because it was a 90 I'm very ok with that. It was uh it was awesome.",0.5,0.8,0.4
10071,4,"Um to be honest, that feels like forever ago. Honestly, it was a disappointing experience, but I am comforted in the fact that I can drop it and move on with my life. I, I'm home for Thanksgiving and I'm having a lovely time with my family and friends. So it honestly doesn't really affect me at all anymore. What?",0.5,0.6,0.3
10072,2,"Um, when I saw my most recent chemistry read, I was very happy because I scored pretty high and, um, pretty well above the average about a 94. And so, like I saw the average person, I was, like, scared of what my grade would be, but it's in that. Right. So, I don't know, I guess my biggest emotion was like relieved. Um, yeah.",1,0.7,0.7
10072,3,"I'm still really disappointed in my grade that's not gonna change no matter how many times I do this. Um, what I got, I got, I got a 72. Um, so really bad, really pissed off about that. Um, yeah, that hasn't changed. Nothing's changed. Yeah. But.",-1,0.9,-0.9
10073,1,"I just woke up from a nap and two. Uh, um, so I was alone. Actually, my roommate was in the room. I was just sitting on bed in my bed and, and I was feeling pretty upset. I was not happy. I thought that I would do a lot better than I did. And, um, ok, but it was all right. You know, I was sad at first, I was sad at first but then I realized just gotta do better next time and that's it.",-1,0.7,-0.7
10073,2,"I was sitting in my bed when I saw the grade and I was thinking that I was kind of upset with what I got but, and then I, I decided that it's gonna be ok. Um, said to me finding some study order for the next one.",0.5,0.4,0.2
10073,4,"I was in my room with my friends and I was thinking that I didn't do very good. And, uh, that's it.",-1,0.4,-0.4
10075,1,"At this time I was in my apartment, I was really tired. I think I was sad. I think I was by myself. Um, I was really nervous. I thought I was going to get like AC RD. I was feeling like, kind of confident in that grade and then now I got way worse and I was really upset. Um, I felt really shameful and embarrassed and stupid and not good about myself at all. And I was thinking this sucks and this is horrible and I don't know what I'm gonna do from here and I was feeling really nervous for the rest of the semester and feeling very pessimistic.",-1,0.9,-0.9
10075,2,"I looked at my most recent chem exam grade when I was with one of my best friends. Ec, where were we? I'm trying to remember. I think we were at the mall. I think we were at Daylin at the mall. Yeah, we were, we were, we were at the mall on Sunday and I was like, I'm too scared. I can't look and so she looked at it and I was like, ok, I can't look at you like, don't give me a reaction. Like I'm just too scared and then I was really nervous and I was just like, did I do better? Did I do worse? Like I just hope I didn't do as badly spoiled or I did. But yeah, I was not feeling good. I went through like a whole mental process of like, what am I gonna do if this keeps happening? I thought I did better on this one. Like, I don't know how I'm doing so utterly horribly. So. Yeah, that's, that, that's the T",-1,0.9,-0.9
10076,2,"When I review my most recent chemistry exam, I was in my room. Um, we had, I had just came from class and I heard somebody in the class saying that they were able to review their exam in an hour. So I knew I would be getting the exam score in about an hour. I was in my room by myself sitting on my bed answering all of the um, the surveys and stuff from the, from the, um, thanks for your excuse me. Um, for this exam, I felt more ready to see my score. Whereas on the last one I didn't and didn't want to see it.",0,0,0
10077,2,"I was in my dorm room sitting on my bed and, um, I saw the message but I kind of already knew that I didn't do that. Great. So I wasn't nearly as upset as the last time. Um, I was pretty relaxed and kind of knew what to expect. So, wasn't really that upset, just a little bit disappointed but feeling motivated to study more for the next one.",0.5,0.4,0.2
10080,1,"When I was viewing my most recent chemistry exam grade, I was sitting in front of Dooley 110 and I was with a girl who I'm not really close with, but like, she hangs out with us once in a blue moon. Usually after our biology class, I don't remember if it was a Tuesday or I think it was a Tuesday. Um and it was about 3 35 3 40 PM, but it was that girl and then my roommate, so who's also like a really good friend of mine, she's an organic chem or Orgo. Um So like, she was kind of like just excited for me. And I told her like way before that I like, felt really good about the exam because I was really studied and I was like, really confident, walking in and walking out and I feel like confidence has played like a part in it too. But um I went in and I got really excited because I saw a big 76.4 and then like, in fine print, I saw that it was like, oh, this is an average and I got really scared that I did worse than the average, but I ended up opening it. I went through and I got a 77.7 or just like a 78. And I was really happy and like, she gave me a hug and she told me she was so proud of me. Um, and afterwards she went, she waited to go into her organic chemistry discussion just to view my grade with me. And it was like, it was really good.",1,0.8,0.8
10080,2,"So I think I got my last chemistry exam like last week, maybe Wednesday. Yeah, Wednesday last week and I had the biometric ring on because I partook partook part eight, partook in another part of the study. And so like I was kind of really conscious that like, ok, my chem exam is coming out like don't freak out like just relax like cause I'm trying to live by this whole mindset of like it's never that deep, it's not gonna kill me. And like after it's already happened, like what am I gonna do? Like whatever when it's done, it's done like I can't fix it from there. Um So I was alone, pretty sure I was in my room and I was sitting at my desk and I had my apple watch on. So I got the text message like, oh your chemistry exam score came out and I immediately looked at my heart rate and it went from 80 to 100 and something. Um I saw my grade, I got like a 52 so I failed it but I'm hoping that that's my drop because I'm hoping to do better on the rest of them. Um, but I was kind of ok, like I didn't really, I was like, that sucks. Like, I wish I did better but I knew I didn't do good to begin with. So I was like, I can't really be mad or upset and I just shrugged it off and I got Chipotle and I went out, I think I went home, like the next day and I, like, saw all my friends and I was super happy. So honestly, after it happened, it just like slipped my mind and even now, like talking about it, it's not really a big deal. I'm just kind of like, ok, like it happened, can't fix it.",0.5,0.4,0.2
10080,3,"I was so, so ok with it because I was like, I didn't do awful. Definitely. Could have, we could have done way better, but it was whatever I was hanging out with myself and I'm at work and I'm happy at work.",0.5,0.4,0.2
10082,2,"Um So I was in my dorm and I was with my roommate and I was like, right when the, it was about an hour after the scores were released and I was kind of just sitting on my bed and I was like, kind of nervous. So I made my, my roommate open my score and then she, and then I was like, I told her like, oh, I don't think I got a high grade. I think I got below the average. And then she was like, hy me up and then we revealed it. We got, I got within the score. I predicted I would get, I was kind of disappointed, but I kind of expected it because I didn't get to study as much because I had family things or family obligations. But other than that, that's just how I felt. I mean, I was also thinking like, fuck, I didn't really, I kind of wanted a higher score but I was thinking we can drop an exam and this can be the exam I can drop and I was just study more or work harder for the next exam.",0.5,0.6,0.3
10084,1,"I viewed my most recent chemistry exam right before my first year directions class. I was around no one, it was around 3:30 p.m. I was just getting ready for my class and then I saw the notification that it came out. So then I was like, ok, let me check. I was a little bit nervous at first, but then I was getting excited about it and then I saw my score and I was happy about it. And then I was like a little bit more motivated to study for the next exam which I have an hour lost even though the exams on Friday, but just need to lock it and start studying more.",1,0.6,0.6
10084,2,"Um I got my most recent chemistry exam. I think it was Wednesday. Um I don't remember who I was around, but I know I was studying at some point and I was gonna go into meetings. I had a few back to back meetings. Um and I was thinking like I was super scared about it. I thought I was going to fail this exam and this would have to be my drop grade. But then I opened it and I felt a lot better and it significantly improved my mood like I was stressed about it all day. And then originally I thought the test scores were coming on Tuesday because that's how it was the week before. So Tuesday, I was very anxious and then Wednesday, I kind of forgot about it half the day. And then once I remembered I was a little bit more stressed, but then I was fine once I checked it because I did better than I thought I would.",0.5,0.7,0.35
10084,3,"When I first saw my most recent chemistry exam, I was, I don't remember where I was, but I was really, um, kind of mixed emotions. I was glad that I got in 87 because I had expected that I got a lot worse. So kind of some relief. But I also, um, was kind of upset because in 87 is not a good grade for me if I want to get a a or an A plus in the class. So mixed emotions because I know I didn't study enough. I don't know if I'm like, starting to feel burnt out or something, but I'm sleeping a lot more and like just tired with all of the exams coming up. So I need to figure that out before the next one.",0.5,0.7,0.35
10084,4,"It was fine. I opened it right before I was going to go to one of my friend's dorms. Um, I just checked my score really quick and it was fine. I was happy with, well, actually, no, I was not happy with it at all, but then I realized that I had one drop and then I was fine with it. So as long as I had that job, it would make me feel better, but I felt awful about this course.",0.5,0.7,0.35
10085,4,"When I viewed my most recent chem exam score, I was in my genetics class sitting with one of my friends that I have most of my classes with. She was also viewing her chem score. So it was a little nerve wracking. Um I was, it, I was really tired and didn't wanna be in class. But after I viewed my C score, I felt ok because I did better than expected.",0.5,0.4,0.2
10086,1,"When I opened my chemistry exam grade, I, my immediate reaction was being disappointed but then I realized that it's just like the first exam and I'm getting used to the class and like how it's structured. And um once I saw like my actual test, I realized that the mistakes I made were just small. And for the next one, I definitely need two. Um pay attention more and maybe go back and check my work more than I did last time. Um But yeah, I was disappointed at first because I wanted an a on the first exam, but the score that I got was still good. So.",0.5,0.6,0.3
10086,2,"When I opened my uh chemistry exam score, I was at the swimming with my roommate. Um I was very excited to see my score because it was a really hard test, but I think I did pretty well and I ended up getting a higher grade than the first one. So I was very happy.",1,0.9,0.9
10087,1,"I was in my room, I opened it alone and um I think I was doing homework before, if not just eating and watching a youtube video or something. Um And then I opened it and saw my grade. I was not like entirely happy cause I thought, what did I get wrong? Like I thought I did pretty good on the exam and a 93 was kind of disappointing at that point. Um Given that I had, I was thinking I was gonna get 100. Um And then I just stopped thinking about it just like said, OK, I'll review these later. Um I guess when I got the exam and, and the actual answer sheet back. Um And that was it. I, I continue with my day as normal.",0.5,0.4,0.2
10087,2,"I was in a class um and taking another subject just studying, paying attention and the message I received the message. Now I went to um to check it out. Um When I saw my grade, I was happy, I was happy about it. Um I was alone so nobody else with me uh in that class that I was like uh that I showed my grade to you or something. Um And then I just opened it and, and I was happy about the results. Um just close it right away because I, I needed to pay to go back to paying attention. Um That was pretty much it honestly. Uh I didn't tell anyone I was just alone and then, I mean, felt happy about it. Um But then typically my life and probably for uh uh fill filled out a couple of services from this experiment.",1,0.5,0.5
10088,1,"I opened up my results while I was in my room with two of my friends. Um We were just studying for our biology exam the week um following and yeah, I was just opened it up. I was very excited. I told my friends and they were just like, very proud of me.",1,0.8,0.8
10088,3,"Um, I did not view my most recent chemistry exam because I didn't take this chemistry exam as I was observing a religious holiday.",0,0,0
10088,4,I was walking in between classes and that's when I opened up my phone and found out.,0,0,0
10089,1,"When I viewed my chemistry grade, it wasn't when everybody else got it. I got it early because I'm doing this study. I believe I was in my dorm room when I got the grade. And, um, uh, no, I think I was at the library actually, it was a week ago. So it's quite a while ago, but I was pretty upset when I saw it. Um, also the percentage where it shows you the average really had changed that because that was a huge jump scare. I thought I got 75 on the test, but I'm super upset with my 85. I pulled an all nighter for that test. I made a few careless mistakes that I shouldn't have made. I should have got at least a 95 and now I'm super stressed out about the entire class. So I'm literally doing chemistry right now as we speak. Um, it's definitely my hardest class. It needs to be easier for future years. Um, yeah.",-1,0.9,-0.9
10089,2,"I have no clue where I was when I um, did my most recent chemistry exam, but I remember being super upset about it. I studied so much for the test and then got a solid, like 65 I believe. So. That would definitely be my dropped exam. Um, and yeah, it was just horrible day, horrible timing, you know, not my, not my type of day.",-1,0.9,-0.9
10089,3,"I was walking to my next class, I believe it was my chem lab and I saw the grade, I was super happy with it and it was the grade that I was hoping I would get and was confident in getting. And I immediately called my mom to tell her the great news and now I'm currently in the library studying for the next exam.",1,0.9,0.9
10090,3,"So when I viewed my score, I was sitting in a parking lot, um, outside of Target, I was sitting in the Target parking lot. I opened it and I was really nervous because the previous exam I did not do very well, but I viewed the exam score and I saw that I did better on this one than I have on the last two. So I was actually, I was, I was happy that I did better upset that I still didn't get a, I got a 66 so it wasn't the best grade that I could have gotten. But I was happier that I did better than I had previously and this next one, hopefully I will do better than this one. So I was excited. Um I felt ok, I was upset but I was, I think I was more excited that I did well or not. Well, but better than the other ones. So I was with a friend actually. She's in the same class as well. Um I told her I did better. She was happy for me. We talked about it and yeah.",0.5,0.7,0.35
10091,1,"So the moment I viewed my chemistry grade, I was setting up for work as I work from home, I was scrolling through it and the first moment I opened it up, I thought I got a 78 but that was a class average. Then when I opened my actual grade, it didn't come up as a shock. It's what I expected after what happened recently, I wasn't really fit to take a test, but I still went through it. I wasn't around with anyone so I wasn't really sad or I, or like really disappointed as I knew how much went into that exam and how much I was going to get out of it. If my circumstances were better, I understood that I could have done better. But with my situation at the time, I understood what was gonna happen. So the moment I saw that I realized that I needed do better, even though I had an accident in which I could stand up from, to do better from. So, uh throughout these weeks, I was just working trying to catch up. So I'm more prepared for this upcoming exam.",0,0.3,0
10091,2,"When I first viewed my most recent chemistry grade, I was at home about to work. I was alone. I was just setting up my work computer and everything and just a few moments before I just, I came back from class and I was a little bit anxious in my grade. The first one was a fluke because I was in an accident. I was hoping that I was more prepared this time and I was more than last time and I noticed my grade bumped up twice as much as before, but it was still low being around. I wouldn't just like around the. No, it's not even above 50%. I was still shocked I could have done so much better, but it gave me a good hindsight on where I should be working toward what I'm missing up on and how I can prove on the last 3 to 4 exams. So I just took a deep breath. I knew it wasn't anything because there's other ways to bump on my grade. I didn't see withdrawing as an option and it's just something that it gave me a good idea of where I should be working. Toward and where I failed in aspects of the test. I was sad and disappointed like usual, but it gave me some motivation that I shouldn't be slacking around. Too much. Made me realize that what I've been doing hasn't been working for me. So I need to re evaluate how everything I am doing.",0.5,0.6,0.3
10091,3,"Not surprise what I expected pretty much. I just expected it. I knew what I was going into, what was gonna happen. I chose to take it instead of not go at all due to my physical mental state.",0,0,0
10092,1,"I don't remember where I was, but I remember it was mid afternoon and I had opened it and saw that I got a 95.7 and I had predicted that I was going to get a 95. And so I was very happy because I was very close to what I wanted to get. I was even actually higher than what I wanted to get. So I was feeling very, very good about myself. I was a little sad that I didn't get 100. But other than that I felt very good.",0.5,0.7,0.35
10092,2,"Um when I got my last chemistry grade, I was in my dorm room in my bed with um my friend mckenna was there too and I had thought that I was going to get about like an 80 an 80. I thought that I had got a couple questions wrong. And so I was expecting about an 80 I had um saw my test score and it was in 88 and I was very happy with it. I mean, it could have been better. I had a little bit of frustration because I should have done better. However, it was still a really good grade, especially because the average was a 69. So I was very, very, very content with it. And so I was happy.",0.5,0.7,0.35
10092,3,"When I was opening my chemistry grade, I was in my bed and I opened it and I saw that I got an 83 and I was very happy with that. I was kind of disappointed because it could have done better, but it's really ok because the average was like a 66. And so in 83 it was actually really good and it might even be my drop grade. So like I'm chilling.",0.5,0.6,0.3
10092,4,"When I got my chem test, I was in my dorm in my bed. Um I just woken up from a nap. I got a 73 which is not as good. And so I was a little bit upset and now after seeing how that grade happened, I'm still upset but it doesn't really matter because that's gonna be my drop grade. So I'm feeling very relaxed and honestly it's not even really on my mind. So.",0.5,0.4,0.2
10093,2,"I was walking down South Dixie Highway, um coming back from the bank by myself and um I was feeling quite productive with my day. Um So I was like, in a good mood and then I was kind of like anxious to open my result because um I don't want my moods to like go down based on like how it had gone. And I had thought that the second exam was a bit more difficult than the first exam. So I was like a bit nervous that, um, like I hadn't gotten in the nineties, which I wanted to get. Um, but then when I opened up and I had gone in the nineties, I was fine and my mood stayed pretty high.",0.5,0.6,0.3
10093,3,"Um, I was by myself in my room and I was a bit anxious because I knew it hadn't been my best and then had a brief moment of disappointment. But, yeah, it was fun.",0.5,0.6,0.3
10094,1,"Um when I opened my most recent chemistry exam grade, I was at my grandmother's house and I was having a snack and then what happened? It feels like a long time ago but I, so the notification from this thing and I thought maybe that was it and it said that it was like visible or whatever. So then I opened it and then it wasn't there for a minute. I don't know if it was, it was probably on me but I kept on trying again and again and I was getting more and more stressed out. Um but then eventually I saw it and I was by myself because I didn't want anybody to, you know, I don't know like if I do that, I don't want anybody to be there. So um yeah, and I was stressing and then I opened it and I don't know, I mean, I feel OK about my score. So I mean, I wasn't like ecstatic or anything but I think that it was because it said like at first, right, it was like, oh the average score was this and the New York score was this. So my score was like, pretty much the average score. So I was like, ok, well, like, that's not so bad so I felt relieved but not like, awesome, you know. Yeah.",0.5,0.4,0.2
10094,2,"Um the moment that I viewed my most recent chemistry exam score, I'm trying to remember. I don't know if I already did a video, not a video, a recording about it. Did I, it kind of, it seems like something that I honestly just don't remember. Um I've been like not keeping up with these. I'm sorry, I'm not really, I'm not talking about my my example. I I'm pretty sure I was like hanging out with my friend and we were like in the library and I just didn't say anything about checking my exam score. I mean, I, I remember being very anxious about it but I think that I just like didn't say anything because I didn't want to be like, oh my God, I failed it, you know, so I just um didn't say anything and then I looked, I think she went to the bathroom or something and then I found myself and then I looked and then I was like, oh, that was bad. And yeah, what else where I was, who I was with? Yeah, I, I think I was like studying in the library or maybe we were just hanging out but I'm pretty sure that I was, like, doing something productive and then I checked and then boom, that was it. I mean, it was, it's fine. I'm pretty sure that's what it is. I don't know, I don't think, I think it was like. Yeah. Yeah. Yeah. Yeah. Ok. Yeah.",-1,0.5,-0.5
10095,1,"Uh when I viewed my most recent chemistry exam grade, I was uh just walking out of a chemistry workshop at the Cock Science Center. And when I looked at it, uh I was uh pleased with my grade because it was above the substantially above the class average though I was surprised by uh how low it was because I really only thought I got one question wrong, uh which would have put me at a higher grade instead I got two wrong. And so that was a little bit surprising. But overall I was pretty happy that about what I got and I was excited to see uh the uh other exam grades for other tests that I took the same, that same week. So I was happy with my grade and I wanna, I was, uh ready to see the grades that I got in other classes because it kind of gives me a good feeling to see that uh hard work pays off for that. My studying results in a good score which uh contributes to a better future for myself and a better average.",0.5,0.6,0.3
10095,2,"When I first viewed my most recent chemistry grade. Uh I was sitting at my computer and at my desk in my room, uh, completing other work. And then I got the notification that my grade, uh was out. And so I entered my stuff, I got the text message about my grade and I was happy about my grade because I thought I was going to be well below uh at least 85 but I got a 86. So I was pretty pleased with that. I know that, uh, I was probably given some leeway on some of the questions due to the test, still faculty, but that's reasonable. And it makes sense to do that. And, uh, compared to the class average, I think I did really well, not as well as I hoped to do on most tests, but I think I did relatively well and I was pretty pleased with my grade. Oh.",1,0.6,0.6
10096,1,"When I opened my chemistry exam, I was alone in my dorm doing my homework and I was thinking about the exam and I was worried I get my score back. But after I got my score, I was happy.",0.5,0.6,0.3
10096,2,I viewed my chemistry exam in the gym when I was with my roommate and I was walking on the treadmill and I was thinking about what I was gonna get on my test.,0,0,0
10096,3,"When I viewed my most recent chemistry exam, I was in my dorm room and I was alone. I was thinking I was nervous to see my score and was kind of scared too, but just wanted to get it over with.",-1,0.5,-0.5
10097,1,"When I viewed my recent chemistry exam, I was in the elevator with my roommate Viviana. It was at 330 and I was on my way back up to my room. I was feeling upset because I saw the class average and I thought it was my score and I realized that I got below the class average and that was not my score. I felt really stressed out and anxious and upset. But after a little bit, I started to calm down and use it as motivation and feel more hopeful and content.",0.5,0.7,0.35
10097,2,"Or this, I was walking back from my bio class when I received my chemistry grade, I was walking past the library and I remember opening it, I was alone and I was really upset with my score. Um I was really unhappy and I was really stressed and angry. Uh The first thing I did was call my mom and she talked me down. Um I was feeling not great, but I recovered after.",-1,0.9,-0.9
10097,3,I opened my exam in my dorm room and I was alone. Um I was coming back from class and I was really upset and disappointed to look at my score. I felt really discouraged and I felt like all my work had been for nothing because I studied so hard and did so bad in the future. I'm going to try and get my grade up. I was not feeling good and I felt very depressed and sad.,-1,0.9,-0.9
10097,4,"When I opened my most recent chemistry exam, I was in my dorm with my roommate. Um, before I opened this exam, I was looking over some of my calculus homework, preparing for my exam the same day. And I felt really relieved when I saw my score because I have never hit the average score. And this time I actually passed it and got higher than all of my friends in the class. Um It made me feel really happy because I realized that my efforts were finally showing some progress and overall, I would say that now I feel a lot more confident in my capabilities and I feel a lot more secure in my chemistry course.",1,0.9,0.9
10098,1,"The moment I received my exam grade, I felt very scared. I was very anxious about what I was gonna get, but I was excited with my results. Now, for this next exam, I definitely have to study more for it. I feel like we haven't had enough time to cover everything that's gonna be on the exam. Like they're still teaching right now and we have the exam on Thursday, I mean, on Friday and they're still going to be teaching even on Thursday. So I'm like, I don't have like one day to hold, to learn a whole new. So.",0.5,0.7,0.35
10098,3,"My most recent chemistry day was what I was expecting. Well, it was because I didn't feel like I did good but I'm not happy with it. I definitely have to do that on the next two. I.",-1,0.5,-0.5
10099,1,"I was outside my lab just so that's like 330 I guess. Uh, I was just with people in my lab. I was just sitting there, uh, was feeling fine, normal. A little nervous looking at the test score and then I saw it was kind of disappointed because I thought I did a little better. But yeah, I was happy with it overall. Yeah.",0.5,0.4,0.2
10099,3,"Um I was by myself, so ok, I wasn't too excited about the exam, obviously looking at the score compared to my other ones, but it was still above the average, which is good but still a little disappointed. Um yeah, that one wasn't the best for me but uh didn't take it that harshly just makes you wanna do better on the next one. So yeah.",0.5,0.4,0.2
10099,4,"I was in my room when I saw my chemistry grade and I was alone, uh, I was just on my phone and, uh, I was pretty happy because it was above average and I did pretty good. So, yeah.",1,0.6,0.6
10101,1,"Um, I just finished practice a lift and I was in the, um, athletic study hall and I was with my roommate and slash teammate. And so we were both looking at my grade. I was really nervous but I thought I did well. So I felt pretty confident. Um, I was just kind of hoping I wasn't proven wrong. Um, I ended up getting a 90 but also, um, there's a mistake in my grading on my test. So I got above that because they were something wrong. I was right and I need to get that fixed. But, um, I mean, I was pretty happy with my grade. Um, I wanna go over like what I got wrong. I'm kind of a little confused but I'm definitely not mad. I'm happy about it. So I'm really stressed about this next one because I feel like there's a lot of material. So I'm gonna go study, which is a lot with R.",0.5,0.6,0.3
10101,2,"Um I got my chemistry grade, I think I was sitting in my room and I remember opening it. Well, first I opened the class average which was something my heart dropped. I was like, no way I got the score. I was in pure panic then opened, my score was like an 85 or something, but it was really upsetting because I definitely thought it did work better. But um I was like, ok, this is a hard task. I know I made mistakes too that I shouldn't have made. But the next one I got some tutors so I'm gonna be working hard to do it. Um I was with no one. I think I told my mom about my test score and she was not very proud of me. So it just made it worse. Um But I was not happy with my score. To be honest, I'm used to getting like A's and I was struggling to do that for a little while, but I'm getting back on track.",-1,0.7,-0.7
10102,1,"Um, where was I, I think I was in bed watching Chainsaw Man. Uh, I think it was like, not even that long after I also didn't check my grades. So there's also that I just kind of finished the things so I can get, like, account for my survey stuff. Um, I wasn't with anyone. I wasn't, I was watching a show. Um, I, I think you're feeling but I don't know, I didn't think I cared enough, which is why I didn't check. Um, that's all.",0,0,0
10103,1,"Um, I was nervous since I didn't know how I did and then I was surprised that I did. Well.",0.5,0.6,0.3
10103,2,"I was by myself when I opened my chemistry exam grade and I was really shocked that I got that grade and it, like, I was really anxious before since I didn't think I did that well. And.",-1,0.7,-0.7
10103,3,I was with my friend and we were like touring apartments and I knew I didn't do too well on the exam. So I wasn't surprised when I saw my grade and I was just excited that I did above the average.,0.5,0.6,0.3
10104,1,"I was walking back from my genetics class. I was alone. I was pretty happy with it. I was, uh, I told my mom right away and I felt pretty good about the grade. So, and I thought that the average was pretty low in comparison to my grades. I was happy with it.",1,0.5,0.5
10104,3,"I was at Starbucks studying for math quiz, I think, for a math test. And, uh, I stepped out because I got the notification that the, I'd received the grade and I was alone and, um, I saw it and I wasn't very happy, but then I just went back in and sat down and continued working and I texted my mom.",-1,0.3,-0.3
10104,4,"Um, I think I was in my dorm when I saw my grade and I was anticipating it because I got a survey before and I was excited to see it and I was pretty happy with the result of it. Um, I got a, I think I got a 90 which was pretty good and I think it puts me on track to get a good grade in the class.",1,0.7,0.7
10105,1,"I viewed it Friday and, oh, wait, I don't remember what day it was. Um, I know I was outside and I was walking with my friend and I was walking back from class and I remember thinking, um, that is the grade that I started to get and I remember being happy. But then after that I remember I had to focus on my new exam that was coming up. So it was a good feeling. But, yeah, that's it.",0.5,0.4,0.2
10105,2,I was in my apartment and I remember checking my grade and not being happy with it. I was upset with myself and I remember trying to think about the next test in the future and knowing that I wanted to do better than I did before and that I would study better and study harder because I did not feel good when I received my grade and I want that to improve.,-1,0.7,-0.7
10105,4,Um I don't really remember where I was but I remember being fine. Um still not the best score but whatever.,0,0.3,0
